some_id,name,alternative_names,latitude,longitude,iso_alpha_2,region_id,population
1692214,Quezon,"Keson,Kiokong,Quezon,Кесон",7.73028,125.09889,PH,10,27212
1692287,Putol,Putol,13.9922,120.7275,PH,40,5387
1692364,Puro,"Goldbag,Poro Landing,Puro,Rio Guinobatan",12.4841,123.3827,PH,5,5442
1692377,Pura,Pura,15.6248,120.648,PH,3,6928
1692477,Punay,"Punai,Punay",5.96139,121.19806,PH,14,6099
1692479,Punao,Punao,10.56516,123.408,PH,NIR,5997
1692489,Pulupandan,"Palupandan,Puhipandan,Pulupandan",10.5203,122.8017,PH,6,27363
1692491,Pulung Santol,"Balunsantol,Pulong Santol,Pulung Santol",15.04574,120.56188,PH,3,5591
1692493,Pulungmasle,Pulungmasle,15.0004,120.55774,PH,3,9277
1692520,Pulong Santa Cruz,"Pulong Santa Cruz,Pulong Santa Rosa,Santa Cruz",14.27324,121.07643,PH,40,101914
1692549,Pulo,Pulo,15.246,120.9285,PH,3,10776
1692565,Pulilan,Pulilan,14.90167,120.84917,PH,3,77186
1692685,Puerto Princesa,"Dakbayan sa Puerto Princesa,Kota Puerto Princesa,Lungsod ng Puerto Princesa,PPS,Puehrto-Prinsesa,Puerta Princesa,Puerto Princesa,Puerto Princesa City,Puerto Princesa Lakanbalen,Puerto Prinsesa,Syudad han Puerto Princesa,Syudad nin Puerto Princesa,bwrtwbrnss,pu lin sai sa gang,pueleutopeulinsesa,pwrtwprnss,pwyrtw prnsysa,Пуерто Принсеса,Пуэрто-Принсеса,بورتوبرنسس,پورتوپرنسس,پویرتو پرنسیسا,プエルト・プリンセサ,普林塞薩港,푸에르토프린세사",9.73917,118.73528,PH,41,222673
1692699,Puelay,Puelay,15.88683,120.57358,PH,1,6854
1692780,President Roxas,"Lotudlotud,Lutodlutod,President Roxas,President Roxax",11.431,122.9279,PH,6,7240
1692781,President Roxas,"President Roxas,Roxas",7.15444,125.05583,PH,12,10879
1692817,Pototan,Pototan,10.9437,122.6352,PH,6,10195
1692872,Port Area,"Port Area,Port District",14.5833,120.9667,PH,NCR,48684
1692914,Porac,"Porac,Porach,Порач",15.0711,120.5423,PH,3,21660
1692978,Pontevedra,"Pontevedra,Portevedra",10.3746,122.8682,PH,6,7865
1692989,Ponot,"Jose Dalman,Ponot",8.452,123.0222,PH,9,6624
1693056,Puloypuloy,"Poloy-Poloy,Puloypuloy",6.63517,124.096,PH,12,5130
1693069,Polonoling,"Polongding,Polonoling",6.285,124.96833,PH,12,6550
1693077,Polomolok,"Polomoloc,Polomolok",6.22167,125.06398,PH,11,63987
1693125,Polillo,Polillo,14.71699,121.94889,PH,40,5502
1693136,Polangui,Polangui,13.2923,123.4855,PH,5,77122
1693239,Plaridel,"Pandi,Plaridel,Quingua,Quinqua",14.88722,120.85722,PH,3,70781
1693248,Plaridel,Plaridel,10.8974,123.4894,PH,NIR,5110
1693268,Placer,"Paacer,Placer",11.8687,123.9184,PH,5,5969
1693270,Placer,,9.65417,125.6025,PH,13,10443
1693303,Pitogo,Pitogo,13.7838,122.0902,PH,40,7817
1693320,Pitogo,Pitogo,7.4546,123.3111,PH,9,5972
1693396,Pio Duran,Pio Duran,13.02928,123.44496,PH,5,13249
1693401,Pio,Pio,15.04741,120.51891,PH,3,24345
1693409,Pinugay,Pinugay,14.5967,121.2623,PH,40,5666
1693502,Pandasan,"Pandasan,Pindasan",7.2838,125.8535,PH,11,5254
1693574,Pinamungahan,"Pihamungajan,Pinamangajan,Pinamangayan,Pinamungahan,Pinamungajan,Pinamunganjan",10.2708,123.5839,PH,7,23068
1693618,Pinamalayan,"Pinamalayan,Pinamalayán,Wawa",13.04603,121.46205,PH,41,43521
1693778,Pililla,Pililla,14.4854,121.3062,PH,40,30408
1693839,Pilar,Pilar,14.66,120.56528,PH,3,17831
1693840,Pilar,Pilar,12.9231,123.6724,PH,5,8591
1693843,Pilar,"Pilar,Pilar Town",11.487,122.9963,PH,6,9957
1693870,Pila,"Pila,Pily,Пилы",14.2325,121.3648,PH,40,34383
1693874,Pikit,"Fort Pikit,Pikit,Pikit Pagalungan",7.05444,124.67194,PH,12,14998
1693903,Pigcawayan,"Pigcawayan,Pigkawayan",7.27722,124.42556,PH,12,11420
1693970,Piat,Piat,17.7905,121.478,PH,2,5958
1694028,Perrelos,Perrelos,10.1169,123.6738,PH,7,10971
1694075,Penaranda,"Pen'jaranda,Penaranda,Peñaranda,Пеньяранда",15.35116,121.00393,PH,3,27465
1694167,Payocpoc Sur,Payocpoc Sur,16.49444,120.32806,PH,1,13107
1694209,Payao,Payao,10.1785,122.9236,PH,NIR,9137
1694262,Pavia,"Pavia,Payia,Ravia",10.77611,122.54556,PH,6,5928
1694290,Patuto,Patuto,14.11667,120.96667,PH,40,52883
1694365,Patnongon,Patnongon,10.9132,121.9937,PH,6,5810
1694369,Patnanungan,"Patnanongan,Patnanungan",14.78333,122.18333,PH,40,6901
