name,iso_code,latitude,longitude
Hainan,CN-31,NULL,NULL
Hebei,CN-10,39.344369,116.662459
Heilongjiang,CN-08,NULL,NULL
Henan,CN-09,NULL,NULL
Hubei,CN-12,NULL,NULL
Hunan,CN-11,NULL,NULL
Jiangsu,CN-04,NULL,NULL
Jiangxi,CN-03,NULL,NULL
Jilin,CN-05,NULL,NULL
Liaoning,CN-19,NULL,NULL
Nei Mongol,CN-20,NULL,NULL
Ningxia,CN-21,NULL,NULL
Qinghai,CN-06,NULL,NULL
Shaanxi,CN-26,NULL,NULL
Shandong,CN-25,NULL,NULL
Shanghai,CN-23,NULL,NULL
Shanxi,CN-24,NULL,NULL
Sichuan,CN-32,NULL,NULL
Tianjin,CN-28,NULL,NULL
Xinjiang,CN-13,NULL,NULL
Xizang,CN-14,NULL,NULL
Yunnan,CN-29,NULL,NULL
Zhejiang,CN-02,NULL,NULL
Amazonas,CO-01,-2.035092,-71.879177
Antioquia,CO-02,NULL,NULL
Arauca,CO-03,6.540525,-70.929477
Atlantico,CO-04,NULL,NULL
Bolivar,CO-35,8.89113,-74.785027
Boyaca,CO-36,5.83475,-73.328693
Caldas,CO-37,5.28265,-75.301853
Caqueta,CO-08,1.107,-73.894897
Casanare,CO-32,NULL,NULL
Cauca,CO-09,NULL,NULL
Cesar,CO-10,NULL,NULL
Choco,CO-11,6.339892,-76.952061
Cordoba,CO-12,NULL,NULL
Cundinamarca,CO-33,NULL,NULL
Distrito Especial,CO-34,NULL,NULL
Guainia,CO-15,NULL,NULL
Guaviare,CO-14,1.752,-71.829002
Huila,CO-16,NULL,NULL
La Guajira,CO-17,11.422254,-72.398506
Magdalena,CO-38,10.153941,-74.279499
Meta,CO-19,NULL,NULL
Narino,CO-20,NULL,NULL
Norte de Santander,CO-21,NULL,NULL
Putumayo,CO-22,NULL,NULL
Quindio,CO-23,NULL,NULL
Risaralda,CO-24,NULL,NULL
San Andres y Providencia,CO-25,12.938668,-81.53886
Santander,CO-26,NULL,NULL
Sucre,CO-27,NULL,NULL
Tolima,CO-28,NULL,NULL
Valle del Cauca,CO-29,NULL,NULL
Vaupes,CO-30,0.3853,-70.577064
Vichada,CO-31,4.505044,-69.259456
Alajuela,CR-01,NULL,NULL
Cartago,CR-02,NULL,NULL
Guanacaste,CR-03,NULL,NULL
Heredia,CR-04,NULL,NULL
Limon,CR-06,NULL,NULL
Puntarenas,CR-07,NULL,NULL
San Jose,CR-08,NULL,NULL
Camaguey,CU-05,NULL,NULL
Ciego de Avila,CU-07,NULL,NULL
Cienfuegos,CU-08,NULL,NULL
Ciudad de la Habana,CU-02,NULL,NULL
Granma,CU-09,NULL,NULL
Guantanamo,CU-10,20.14303,-75.209007
Holguin,CU-12,20.808333,-75.72327
Isla de la Juventud,CU-04,21.668465,-82.876911
La Habana,CU-11,NULL,NULL
Las Tunas,CU-13,NULL,NULL
Matanzas,CU-03,NULL,NULL
Pinar del Rio,CU-01,NULL,NULL
Sancti Spiritus,CU-14,21.954473,-79.518886
Santiago de Cuba,CU-15,NULL,NULL
Villa Clara,CU-16,NULL,NULL
Boa Vista,CV-01,16.096086,-22.817226
Brava,CV-02,14.850144,-24.719832
Maio,CV-04,15.13626,-23.22175
Mosteiros,CV-13,15,-24.433333
Paul,CV-05,NULL,NULL
Praia,CV-14,14.9218,-23.508695
Ribeira Grande,CV-07,NULL,NULL
Sal,CV-08,16.717597,-22.932311
Santa Catarina,CV-15,NULL,NULL
Santa Cruz,CV-16,15.133333,-23.566667
Sao Domingos,CV-17,NULL,NULL
Sao Filipe,CV-18,14.958304,-23.532255
Sao Miguel,CV-19,NULL,NULL
Sao Nicolau,CV-10,NULL,NULL
Sao Vicente,CV-11,NULL,NULL
Tarrafal,CV-20,15.2732,-23.76123
Famagusta,CY-01,NULL,NULL
Kyrenia,CY-02,NULL,NULL
Larnaca,CY-03,NULL,NULL
Limassol,CY-05,NULL,NULL
Nicosia,CY-04,NULL,NULL
Paphos,CY-06,NULL,NULL
Blansko,CZ-03,49.450699,16.606538
Breclav,CZ-04,48.838985,16.756269
Hlavni Mesto Praha,CZ-52,NULL,NULL
Hradec Kralove,CZ-20,NULL,NULL
Jablonec nad Nisou,CZ-21,NULL,NULL
Jiein,CZ-23,NULL,NULL
Jihlava,CZ-24,NULL,NULL
Jihocesky Kraj,CZ-79,NULL,NULL
Jihomoravsky Kraj,CZ-78,NULL,NULL
Karlovarsky Kraj,CZ-81,NULL,NULL
Kolin,CZ-30,NULL,NULL
Kralovehradecky Kraj,CZ-82,NULL,NULL
Liberec,CZ-33,NULL,NULL
Liberecky Kraj,CZ-83,NULL,NULL
Melnik,CZ-36,NULL,NULL
Mlada Boleslav,CZ-37,NULL,NULL
Moravskoslezsky Kraj,CZ-85,NULL,NULL
Nachod,CZ-39,NULL,NULL
Nymburk,CZ-41,NULL,NULL
Olomoucky Kraj,CZ-84,NULL,NULL
Pardubice,CZ-45,NULL,NULL
Pardubicky Kraj,CZ-86,NULL,NULL
Plzensky Kraj,CZ-87,NULL,NULL
Semily,CZ-61,NULL,NULL
Stredocesky Kraj,CZ-88,NULL,NULL
Trutnov,CZ-70,NULL,NULL
Ustecky Kraj,CZ-89,NULL,NULL
Vysocina,CZ-80,NULL,NULL
Zlinsky Kraj,CZ-90,NULL,NULL
Baden-WÌ_rttemberg,DE-01,NULL,NULL
Bayern,DE-02,NULL,NULL
Berlin,DE-16,NULL,NULL
Brandenburg,DE-11,NULL,NULL
Bremen,DE-03,NULL,NULL
Hamburg,DE-04,NULL,NULL
Hessen,DE-05,NULL,NULL
Mecklenburg-Vorpommern,DE-12,NULL,NULL
Niedersachsen,DE-06,NULL,NULL
Nordrhein-Westfalen,DE-07,NULL,NULL
Rheinland-Pfalz,DE-08,NULL,NULL
Saarland,DE-09,NULL,NULL
Sachsen,DE-13,NULL,NULL
Sachsen-Anhalt,DE-14,NULL,NULL
Schleswig-Holstein,DE-10,NULL,NULL
Thuringen,DE-15,NULL,NULL
Dikhil,DJ-02,11.099622,42.348721
Djibouti,DJ-03,11.5806,43.1425
Obock,DJ-04,11.9642,43.2725
Tadjoura,DJ-05,11.7766,42.8221
Arhus,DK-01,NULL,NULL
Bornholm,DK-02,NULL,NULL
Frederiksborg,DK-03,NULL,NULL
Fyn,DK-04,NULL,NULL
Kobenhavn,DK-05,NULL,NULL
Nordjylland,DK-07,NULL,NULL
Ribe,DK-08,NULL,NULL
Ringkobing,DK-09,NULL,NULL
Roskilde,DK-10,NULL,NULL
Sonderjylland,DK-11,NULL,NULL
Staden Kobenhavn,DK-06,NULL,NULL
Storstrom,DK-12,NULL,NULL
Vejle,DK-13,NULL,NULL
Vestsjalland,DK-14,NULL,NULL
Viborg,DK-15,NULL,NULL
Saint Andrew,DM-02,15.5571,-61.314098
Saint David,DM-03,15.433333,-61.266667
Saint George,DM-04,NULL,NULL
Saint John,DM-05,15.56953,-61.455132
Saint Joseph,DM-06,15.433333,-61.45
Saint Luke,DM-07,NULL,NULL
Saint Mark,DM-08,NULL,NULL
Saint Patrick,DM-09,15.284935,-61.286041
Saint Paul,DM-10,NULL,NULL
Saint Peter,DM-11,NULL,NULL
Azua,DO-01,18.624858,-70.763495
Baoruco,DO-02,18.494061,-71.311864
Barahona,DO-03,NULL,NULL
Dajabon,DO-04,19.44998,-71.628043
Distrito Nacional,DO-05,NULL,NULL
Duarte,DO-06,19.260834,-70.00056
El Seibo,DO-28,NULL,NULL
Elias Pina,DO-11,18.87628,-71.706543
Espaillat,DO-08,NULL,NULL
Hato Mayor,DO-29,NULL,NULL
Independencia,DO-09,18.432037,-71.605446
La Altagracia,DO-10,18.536392,-68.617096
La Romana,DO-12,NULL,NULL
La Vega,DO-30,NULL,NULL
Maria Trinidad Sanchez,DO-14,NULL,NULL
Monsenor Nouel,DO-31,NULL,NULL
Monte Cristi,DO-15,19.850609,-71.645294
Monte Plata,DO-32,NULL,NULL
Pedernales,DO-16,17.905631,-71.51482
Peravia,DO-17,18.350542,-70.368385
Puerto Plata,DO-18,NULL,NULL
Salcedo,DO-19,NULL,NULL
Samana,DO-20,NULL,NULL
San Cristobal,DO-33,NULL,NULL
San Juan,DO-23,NULL,NULL
San Pedro De Macoris,DO-24,NULL,NULL
Sanchez Ramirez,DO-21,NULL,NULL
Santiago,DO-25,NULL,NULL
Santiago Rodriguez,DO-26,19.396625,-71.316328
Valverde,DO-27,NULL,NULL
Adrar,DZ-34,NULL,NULL
Ain Defla,DZ-35,36.067322,4.555303
Ain Temouchent,DZ-36,35.2891,-1.1425
Alger,DZ-01,NULL,NULL
Annaba,DZ-37,36.89875,7.75635
Batna,DZ-03,NULL,NULL
Bechar,DZ-38,31.60875,-2.2168
Bejaia,DZ-18,NULL,NULL
Biskra,DZ-19,NULL,NULL
Blida,DZ-20,NULL,NULL
Bordj Bou Arreridj,DZ-39,36.05912,4.630318
Bouira,DZ-21,NULL,NULL
Boumerdes,DZ-40,36.726484,3.709856
Chlef,DZ-41,NULL,NULL
Constantine,DZ-04,NULL,NULL
Djelfa,DZ-22,NULL,NULL
El Bayadh,DZ-42,32.572275,0.950011
El Oued,DZ-43,33.368309,6.867369
El Tarf,DZ-44,36.662735,8.203498
Ghardaia,DZ-45,32.4933,3.675419
Guelma,DZ-23,36.4658,7.4339
Illizi,DZ-46,26.56481,8.922689
Jijel,DZ-24,NULL,NULL
Khenchela,DZ-47,35.43525,7.1403
Laghouat,DZ-25,NULL,NULL
M'sila,DZ-27,35.702,4.5471
Mascara,DZ-26,NULL,NULL
Medea,DZ-06,36.262874,2.760296
Mila,DZ-48,36.217729,6.200075
Mostaganem,DZ-07,NULL,NULL
Naama,DZ-49,33.199561,-0.800004
Oran,DZ-09,NULL,NULL
Ouargla,DZ-50,NULL,NULL
Oum el Bouaghi,DZ-29,35.790001,7.055849
Relizane,DZ-51,NULL,NULL
Saida,DZ-10,34.830576,0.1518
Setif,DZ-12,36.18795,5.4091
Sidi Bel Abbes,DZ-30,35.199926,-0.635242
Skikda,DZ-31,NULL,NULL
Souk Ahras,DZ-52,36.28376,7.955379
Tamanghasset,DZ-53,NULL,NULL
Tebessa,DZ-33,35.410219,8.1215
Tiaret,DZ-13,NULL,NULL
Tindouf,DZ-54,NULL,NULL
Tipaza,DZ-55,NULL,NULL
Tissemsilt,DZ-56,35.75276,1.86724
Tizi Ouzou,DZ-14,NULL,NULL
Tlemcen,DZ-15,NULL,NULL
Azuay,EC-02,NULL,NULL
Bolivar,EC-03,NULL,NULL
Canar,EC-04,NULL,NULL
Carchi,EC-05,NULL,NULL
Chimborazo,EC-06,NULL,NULL
Cotopaxi,EC-07,NULL,NULL
El Oro,EC-08,NULL,NULL
Esmeraldas,EC-09,NULL,NULL
Galapagos,EC-01,NULL,NULL
Guayas,EC-10,NULL,NULL
Imbabura,EC-11,NULL,NULL
Loja,EC-12,NULL,NULL
Los Rios,EC-13,NULL,NULL
Manabi,EC-14,NULL,NULL
Morona-Santiago,EC-15,-2.518864,-77.854122
Napo,EC-23,-0.754009,-76.797336
Orellana,EC-24,-0.794787,-76.426547
Pastaza,EC-17,NULL,NULL
Pichincha,EC-18,NULL,NULL
Sucumbios,EC-22,0.00139,-76.604355
Tungurahua,EC-19,NULL,NULL
Zamora-Chinchipe,EC-20,-4.167306,-78.887458
Harjumaa,EE-01,NULL,NULL
Hiiumaa,EE-02,NULL,NULL
Ida-Virumaa,EE-03,NULL,NULL
Jarvamaa,EE-04,NULL,NULL
Jogevamaa,EE-05,NULL,NULL
Kohtla-Jarve,EE-06,59.398711,27.250498
Laane-Virumaa,EE-08,NULL,NULL
Laanemaa,EE-07,NULL,NULL
Narva,EE-09,59.374251,28.182294
Parnu,EE-10,58.386015,24.498637
Parnumaa,EE-11,NULL,NULL
Polvamaa,EE-12,NULL,NULL
Raplamaa,EE-13,NULL,NULL
Saaremaa,EE-14,NULL,NULL
Sillamae,EE-15,59.400758,27.745486
Tallinn,EE-16,59.439232,24.758619
Tartu,EE-17,58.370846,26.714761
Tartumaa,EE-18,NULL,NULL
Valgamaa,EE-19,NULL,NULL
Viljandimaa,EE-20,NULL,NULL
Vorumaa,EE-21,NULL,NULL
Ad Daqahliyah,EG-01,NULL,NULL
Al Bahr al Ahmar,EG-02,NULL,NULL
Al Buhayrah,EG-03,NULL,NULL
Al Fayyum,EG-04,NULL,NULL
Al Gharbiyah,EG-05,NULL,NULL
Al Iskandariyah,EG-06,NULL,NULL
Al Isma'iliyah,EG-07,NULL,NULL
Al Jizah,EG-08,NULL,NULL
Al Minufiyah,EG-09,NULL,NULL
Al Minya,EG-10,NULL,NULL
Al Qahirah,EG-11,NULL,NULL
Al Qalyubiyah,EG-12,NULL,NULL
Al Wadi al Jadid,EG-13,25.782845,30.401712
As Suways,EG-15,NULL,NULL
Ash Sharqiyah,EG-14,NULL,NULL
Aswan,EG-16,NULL,NULL
Asyut,EG-17,NULL,NULL
Bani Suwayf,EG-18,29.048205,30.628919
Bur Sa'id,EG-19,NULL,NULL
Dumyat,EG-20,NULL,NULL
Janub Sina',EG-26,28.727204,33.688162
