name,iso_code,latitude,longitude
"Phatthalung",TH-66,7.492232,100.080615
"Phayao",TH-41,NULL,NULL
"Phetchabun",TH-14,16.248186,101.214188
"Phetchaburi",TH-56,NULL,NULL
"Phichit",TH-13,NULL,NULL
"Phitsanulok",TH-12,NULL,NULL
"Phra Nakhon Si Ayutthaya",TH-36,NULL,NULL
"Phrae",TH-07,NULL,NULL
"Phuket",TH-62,NULL,NULL
"Prachin Buri",TH-45,14.04907,101.377701
"Prachuap Khiri Khan",TH-57,NULL,NULL
"Ranong",TH-59,NULL,NULL
"Ratchaburi",TH-52,NULL,NULL
"Rayong",TH-47,NULL,NULL
"Roi Et",TH-25,NULL,NULL
"Sakon Nakhon",TH-20,NULL,NULL
"Samut Prakan",TH-42,NULL,NULL
"Samut Sakhon",TH-55,NULL,NULL
"Samut Songkhram",TH-54,13.376162,99.962131
"Saraburi",TH-37,NULL,NULL
"Satun",TH-67,NULL,NULL
"Sing Buri",TH-33,NULL,NULL
"Sisaket",TH-30,NULL,NULL
"Songkhla",TH-68,NULL,NULL
"Sukhothai",TH-09,NULL,NULL
"Suphan Buri",TH-51,NULL,NULL
"Surat Thani",TH-60,NULL,NULL
"Surin",TH-29,NULL,NULL
"Tak",TH-08,NULL,NULL
"Trang",TH-65,NULL,NULL
"Trat",TH-49,NULL,NULL
"Ubon Ratchathani",TH-75,NULL,NULL
"Udon Thani",TH-76,NULL,NULL
"Uthai Thani",TH-15,15.369906,99.544996
"Uttaradit",TH-10,NULL,NULL
"Yala",TH-70,NULL,NULL
"Yasothon",TH-72,NULL,NULL
"Khatlon",TJ-02,NULL,NULL
"Kuhistoni Badakhshon",TJ-01,38.071476,72.676879
"Sughd",TJ-03,39.984178,69.185734
"Ahal",TM-01,NULL,NULL
"Balkan",TM-02,39.82634,54.820579
"Dashoguz",TM-03,41.130877,58.686151
"Lebap",TM-04,39.071209,63.437088
"Mary",TM-05,37.327348,62.566437
"Al Mahdiyah",TN-15,35.30503,10.65756
"Al Munastir",TN-16,NULL,NULL
"Al Qasrayn",TN-02,35.241667,8.849488
"Al Qayrawan",TN-03,NULL,NULL
"Ariana",TN-38,36.875,9.958333
"Bajah",TN-17,NULL,NULL
"Banzart",TN-18,NULL,NULL
"Bin",TN-27,36.75,8.75
"Jundubah",TN-06,36.703344,8.625
"Kef",TN-14,36.1804,8.706
"Madanin",TN-28,NULL,NULL
"Manouba",TN-39,36.798,10.1055
"Nabul",TN-19,NULL,NULL
"Qabis",TN-29,33.702363,9.983333
"Qafsah",TN-10,34.493192,8.715203
"Qibili",TN-31,NULL,NULL
"Safaqis",TN-32,NULL,NULL
"Sidi Bu Zayd",TN-33,34.925984,9.575
"Silyanah",TN-22,NULL,NULL
"Susah",TN-23,NULL,NULL
"Tatawin",TN-34,32.094028,10.614583
"Tawzar",TN-35,NULL,NULL
"Tunis",TN-36,NULL,NULL
"Zaghwan",TN-37,36.30436,10
"Ha",TO-01,52.401714,5.316288
"Tongatapu",TO-02,-21.167938,-175.195999
"Vava",TO-03,NULL,NULL
"Adana",TR-81,38.633333,28.883333
"Adiyaman",TR-02,37.747799,38.373163
"Afyon",TR-03,38.76376,30.54034
"Agri",TR-04,39.686932,43.038892
"Aksaray",TR-75,38.37105,34.032576
"Amasya",TR-05,40.651232,35.834431
"Ankara",TR-68,39.715266,32.36064
"Antalya",TR-07,36.900297,30.690083
"Ardahan",TR-86,41.122547,42.896898
"Artvin",TR-08,41.178585,41.829282
"Aydin",TR-09,40.163142,32.666805
"Balikesir",TR-10,39.632856,27.904303
"Bartin",TR-87,41.636648,32.341384
"Batman",TR-76,37.879734,41.129295
"Bayburt",TR-77,40.259182,40.226637
"Bilecik",TR-11,40.146383,29.981179
"Bingol",TR-12,39.731966,37.14135
"Bitlis",TR-13,38.397165,42.1158
"Bolu",TR-14,40.735938,31.609664
"Burdur",TR-15,37.724769,30.285341
"Bursa",TR-16,40.189893,29.068779
"Canakkale",TR-17,40.146006,26.416786
"Cankiri",TR-82,40.600244,33.616235
"Corum",TR-19,40.552224,34.958676
"Denizli",TR-20,37.814946,29.05015
"Diyarbakir",TR-21,37.920467,40.216295
"Duzce",TR-93,40.839799,31.162335
"Edirne",TR-22,41.673937,26.558576
"Elazig",TR-23,38.643979,39.253218
"Erzincan",TR-24,39.730759,39.509387
"Erzurum",TR-25,39.904959,41.27887
"Eskisehir",TR-26,39.771125,30.498696
"Gaziantep",TR-83,37.112605,37.265563
"Giresun",TR-28,40.902935,38.379531
"Gumushane",TR-69,40.337675,39.449653
"Hakkari",TR-70,37.571221,43.743495
"Hatay",TR-31,36.413806,36.238455
Icel / Mersin,TR-32,36.797532,34.630194
"Igdir",TR-88,39.923389,44.046829
"Isparta",TR-33,37.809832,30.463214
"Istanbul",TR-34,41.19371,28.964975
"Izmir",TR-35,38.605073,27.364486
"Kahramanmaras",TR-46,37.892831,36.956516
"Karabuk",TR-89,41.19465,32.619084
"Karaman",TR-78,39.8007,37.9456
"Kars",TR-84,40.584247,43.098823
"Kastamonu",TR-37,41.351036,33.786152
"Kayseri",TR-38,38.526809,35.928311
"Kilis",TR-90,36.716952,37.117632
"Kirikkale",TR-79,39.848704,33.504503
"Kirklareli",TR-39,41.735334,27.212531
"Kirsehir",TR-40,39.144329,34.165683
"Kocaeli",TR-41,40.871271,29.84654
"Konya",TR-71,37.874998,32.487117
"Kutahya",TR-43,39.419446,29.982799
"Malatya",TR-44,38.352109,38.314724
"Manisa",TR-45,38.616931,27.431612
"Mardin",TR-72,37.269273,40.691722
"Mugla",TR-48,37.195085,28.371466
"Mus",TR-49,38.739061,41.575239
"Nevsehir",TR-50,38.698784,34.62743
"Nigde",TR-73,37.973197,34.685147
"Ordu",TR-52,40.962245,37.901365
"Osmaniye",TR-91,39.8091,37.8407
"Rize",TR-53,41.028637,40.537121
"Sakarya",TR-54,40.731412,30.485519
"Samsun",TR-55,41.295848,36.326346
"Sanliurfa",TR-63,37.346195,39.035403
"Siirt",TR-74,37.936014,41.938113
"Sinop",TR-57,42.024854,35.116535
"Sirnak",TR-80,37.520339,42.463402
"Sivas",TR-58,39.748857,37.016708
"Tekirdag",TR-59,40.967213,27.502946
"Tokat",TR-60,39.2042,29.1389
"Trabzon",TR-61,40.991865,39.720844
"Tunceli",TR-62,39.106991,39.553872
"Usak",TR-64,38.693067,29.405571
"Van",TR-65,38.496457,43.402352
"Yalova",TR-92,40.255025,26.403637
"Yozgat",TR-66,39.818695,34.814665
"Zonguldak",TR-85,41.355916,31.613516
"Arima",TT-01,NULL,NULL
"Caroni",TT-02,NULL,NULL
"Mayaro",TT-03,10.231875,-61.008863
"Nariva",TT-04,10.369171,-61.152327
"Port-of-Spain",TT-05,NULL,NULL
"Saint Andrew",TT-06,NULL,NULL
"Saint David",TT-07,10.799905,-61.03647
"Saint George",TT-08,NULL,NULL
"Saint Patrick",TT-09,10.122195,-61.706165
"San Fernando",TT-10,NULL,NULL
"Tobago",TT-11,NULL,NULL
"Victoria",TT-12,NULL,NULL
"Fu-chien",TW-01,NULL,NULL
"Kao-hsiung",TW-02,NULL,NULL
"T'ai-pei",TW-03,NULL,NULL
"T'ai-wan",TW-04,NULL,NULL
"Arusha",TZ-01,-2.626139,36.178103
"Dar es Salaam",TZ-23,NULL,NULL
"Dodoma",TZ-03,NULL,NULL
"Iringa",TZ-04,NULL,NULL
"Kagera",TZ-19,-2.167413,31.726739
"Kigoma",TZ-05,-4.826173,30.408824
"Kilimanjaro",TZ-06,NULL,NULL
"Lindi",TZ-07,-9.388834,38.397111
"Mara",TZ-08,-1.760268,34.028825
"Mbeya",TZ-09,-8.308727,33.486285
"Morogoro",TZ-10,-7.886489,36.905426
"Mtwara",TZ-11,NULL,NULL
"Mwanza",TZ-12,NULL,NULL
"Pemba North",TZ-13,-5.036239,39.745205
"Pemba South",TZ-20,-5.32951,39.720403
"Pwani",TZ-02,-7.139507,38.862043
"Rukwa",TZ-24,-7.129343,31.351351
"Ruvuma",TZ-14,-10.466072,36.308987
"Shinyanga",TZ-15,-3.359236,33.205161
"Singida",TZ-16,-5.685914,34.405224
"Tabora",TZ-17,-6.923111,32.52961
"Tanga",TZ-18,NULL,NULL
"Zanzibar Central",TZ-21,-6.265687,39.424463
"Zanzibar North",TZ-22,-5.90116,39.29779
"Zanzibar Urban",TZ-25,NULL,NULL
"Cherkas'ka Oblast'",UA-01,NULL,NULL
"Chernihivs'ka Oblast'",UA-02,NULL,NULL
"Chernivets'ka Oblast'",UA-03,NULL,NULL
"Dnipropetrovs'ka Oblast'",UA-04,NULL,NULL
"Donets'ka Oblast'",UA-05,NULL,NULL
"Ivano-Frankivs'ka Oblast'",UA-06,NULL,NULL
"Kharkivs'ka Oblast'",UA-07,NULL,NULL
"Khersons'ka Oblast'",UA-08,NULL,NULL
"Khmel'nyts'ka Oblast'",UA-09,NULL,NULL
"Kirovohrads'ka Oblast'",UA-10,NULL,NULL
"Krym",UA-11,45.373211,36.625011
"Kyyiv",UA-12,50.453629,30.503828
"Kyyivs'ka Oblast'",UA-13,NULL,NULL
"L'vivs'ka Oblast'",UA-15,NULL,NULL
"Luhans'ka Oblast'",UA-14,NULL,NULL
"Mykolayivs'ka Oblast'",UA-16,NULL,NULL
"Odes'ka Oblast'",UA-17,NULL,NULL
"Poltavs'ka Oblast'",UA-18,NULL,NULL
"Rivnens'ka Oblast'",UA-19,NULL,NULL
"Sevastopol'",UA-20,NULL,NULL
"Sums'ka Oblast'",UA-21,NULL,NULL
"Ternopil's'ka Oblast'",UA-22,NULL,NULL
"Vinnyts'ka Oblast'",UA-23,NULL,NULL
"Volyns'ka Oblast'",UA-24,NULL,NULL
"Zakarpats'ka Oblast'",UA-25,NULL,NULL
"Zaporiz'ka Oblast'",UA-26,NULL,NULL
"Zhytomyrs'ka Oblast'",UA-27,NULL,NULL
"Adjumani",UG-65,3.229969,31.762338
"Arua",UG-77,3.02238,30.90199
"Bugiri",UG-66,1.083333,33.716667
"Busia",UG-67,0.382226,34.007637
"Busoga",UG-05,NULL,NULL
"Central",UG-18,NULL,NULL
"Eastern",UG-20,NULL,NULL
"Iganga",UG-78,0.75659,33.550506
"Kabarole",UG-79,0.598545,30.274556
"Kaberamaido",UG-80,1.7633,33.1506
"Kampala",UG-37,NULL,NULL
"Kamwenge",UG-81,0.189751,30.54713
"Kanungu",UG-82,-0.726021,29.737105
"Karamoja",UG-08,NULL,NULL
"Katakwi",UG-69,2.008881,33.786498
"Kayunga",UG-83,NULL,NULL
"Kitgum",UG-84,3.448148,32.954994
"Kyenjojo",UG-85,0.548241,30.85638
"Mayuge",UG-86,-0.205515,33.498983
"Mbale",UG-87,1.078055,34.169515
"Moroto",UG-88,2.533495,34.648774
"Mpigi",UG-89,0.200358,32.032738
"Mukono",UG-90,NULL,NULL
"Nakapiripirit",UG-91,1.833149,34.632294
"Nakasongola",UG-73,1.288161,32.38446
"Nile",UG-21,NULL,NULL
"North Buganda",UG-22,NULL,NULL
"Northern",UG-23,NULL,NULL
"Pader",UG-92,2.903747,33.040111
"Rukungiri",UG-93,-0.721777,29.893297
"Sembabule",UG-74,-0.078723,31.320803
"Sironko",UG-94,1.295758,34.365532
"Soroti",UG-95,1.711998,33.608196
"South Buganda",UG-12,NULL,NULL
"Southern",UG-24,NULL,NULL
"Wakiso",UG-96,NULL,NULL
"Western",UG-25,0.528405,34.544897
"Yumbe",UG-97,3.454796,31.339328
"Alabama",US-AL,NULL,NULL
"Alaska",US-AK,NULL,NULL
"American Samoa",US-AS,NULL,NULL
"Arizona",US-AZ,NULL,NULL
"Arkansas",US-AR,NULL,NULL
"Armed Forces Americas",US-AA,NULL,NULL
"Armed Forces Europe, Middle East, & Canada",US-AE,NULL,NULL
"Armed Forces Pacific",US-AP,NULL,NULL
"California",US-CA,NULL,NULL
"Colorado",US-CO,NULL,NULL
"Connecticut",US-CT,NULL,NULL
"Delaware",US-DE,NULL,NULL
"District of Columbia",US-DC,NULL,NULL
"Federated States of Micronesia",US-FM,NULL,NULL
"Florida",US-FL,NULL,NULL
"Georgia",US-GA,NULL,NULL
"Guam",US-GU,36.902148,-89.823875
"Hawaii",US-HI,NULL,NULL
"Idaho",US-ID,NULL,NULL
"Illinois",US-IL,NULL,NULL
"Indiana",US-IN,NULL,NULL
"Iowa",US-IA,NULL,NULL
"Kansas",US-KS,NULL,NULL
"Kentucky",US-KY,NULL,NULL
"Louisiana",US-LA,NULL,NULL
"Maine",US-ME,NULL,NULL
"Marshall Islands",US-MH,42.380762,-70.989544
"Maryland",US-MD,NULL,NULL
"Massachusetts",US-MA,NULL,NULL
"Michigan",US-MI,NULL,NULL
"Minnesota",US-MN,NULL,NULL
"Mississippi",US-MS,NULL,NULL
"Missouri",US-MO,NULL,NULL
"Montana",US-MT,NULL,NULL
"Nebraska",US-NE,NULL,NULL
"Nevada",US-NV,NULL,NULL
"New Hampshire",US-NH,NULL,NULL
"New Jersey",US-NJ,NULL,NULL
"New Mexico",US-NM,NULL,NULL
"New York",US-NY,NULL,NULL
"North Carolina",US-NC,NULL,NULL
"North Dakota",US-ND,NULL,NULL
"Northern Mariana Islands",US-MP,NULL,NULL
"Ohio",US-OH,NULL,NULL
"Oklahoma",US-OK,NULL,NULL
"Oregon",US-OR,NULL,NULL
"Palau",US-PW,NULL,NULL
"Pennsylvania",US-PA,NULL,NULL
"Puerto Rico",US-PR,18.199755,-66.583628
"Rhode Island",US-RI,NULL,NULL
"South Carolina",US-SC,NULL,NULL
"South Dakota",US-SD,NULL,NULL
"Tennessee",US-TN,NULL,NULL
"Texas",US-TX,NULL,NULL
"Utah",US-UT,NULL,NULL
"Vermont",US-VT,NULL,NULL
"Virgin Islands",US-VI,39.955293,-74.232054
"Virginia",US-VA,NULL,NULL
"Washington",US-WA,NULL,NULL
"West Virginia",US-WV,NULL,NULL
"Wisconsin",US-WI,NULL,NULL
"Wyoming",US-WY,NULL,NULL
"Artigas",UY-01,-30.40996,-56.47282
"Canelones",UY-02,NULL,NULL
"Cerro Largo",UY-03,NULL,NULL
"Colonia",UY-04,NULL,NULL
"Durazno",UY-05,NULL,NULL
"Flores",UY-06,-33.546097,-56.878351
"Florida",UY-07,NULL,NULL
"Lavalleja",UY-08,NULL,NULL
"Maldonado",UY-09,NULL,NULL
"Montevideo",UY-10,NULL,NULL
"Paysandu",UY-11,-32.317755,-58.076836
"Rio Negro",UY-12,-32.870603,-57.483908
"Rivera",UY-13,NULL,NULL
"Rocha",UY-14,-34.49675,-54.326229
"Salto",UY-15,NULL,NULL
"San Jose",UY-16,-34.303564,-56.761739
"Soriano",UY-17,NULL,NULL
"Tacuarembo",UY-18,-31.697835,-55.964004
"Treinta y Tres",UY-19,-33.23148,-54.37455
"Andijon",UZ-01,NULL,NULL
"Bukhoro",UZ-02,NULL,NULL
"Farghona",UZ-03,NULL,NULL
"Jizzakh",UZ-04,NULL,NULL
"Khorazm",UZ-05,NULL,NULL
"Namangan",UZ-06,41.10049,71.262512
"Nawoiy",UZ-07,NULL,NULL
"Qashqadaryo",UZ-08,NULL,NULL
"Qoraqalpoghiston",UZ-09,NULL,NULL
"Samarqand",UZ-10,NULL,NULL
"Sirdaryo",UZ-11,40.52603,68.604263
"Surkhondaryo",UZ-12,NULL,NULL
"Toshkent",UZ-13,NULL,NULL
"Charlotte",VC-01,13.32435,-61.148
"Grenadines",VC-06,NULL,NULL
"Saint Andrew",VC-02,NULL,NULL
"Saint David",VC-03,13.27991,-61.23777
